snapshot_date,category,seniority,tier,listings_with_ai,total_listings,pct,required_count
21-07-2026,product,mid,any_ai,66,907,7.3,59
21-07-2026,product,mid,genai,56,907,6.2,50
21-07-2026,product,mid,ml,16,907,1.8,15
21-07-2026,product,senior,any_ai,143,1044,13.7,131
21-07-2026,product,senior,genai,109,1044,10.4,96
21-07-2026,product,senior,ml,57,1044,5.5,56
21-07-2026,security,all,any_ai,58,1907,3,45
21-07-2026,security,all,genai,44,1907,2.3,32
21-07-2026,security,all,ml,22,1907,1.2,19
21-07-2026,security,entry,any_ai,0,105,0,0
21-07-2026,security,entry,genai,0,105,0,0
21-07-2026,security,entry,ml,0,105,0,0
21-07-2026,security,mid,any_ai,19,1111,1.7,14
21-07-2026,security,mid,genai,15,1111,1.4,10
21-07-2026,security,mid,ml,5,1111,0.5,4
21-07-2026,security,senior,any_ai,39,691,5.6,31
21-07-2026,security,senior,genai,29,691,4.2,22
21-07-2026,security,senior,ml,17,691,2.5,15
22-07-2026,ai,all,any_ai,1444,3356,43,1438
22-07-2026,ai,all,genai,640,3356,19.1,630
22-07-2026,ai,all,ml,1153,3356,34.4,1146
22-07-2026,ai,entry,any_ai,49,140,35,49
22-07-2026,ai,entry,genai,6,140,4.3,6
22-07-2026,ai,entry,ml,46,140,32.9,46
22-07-2026,ai,mid,any_ai,660,1642,40.2,655
22-07-2026,ai,mid,genai,349,1642,21.3,342
22-07-2026,ai,mid,ml,476,1642,29,473
22-07-2026,ai,senior,any_ai,735,1574,46.7,734
22-07-2026,ai,senior,genai,285,1574,18.1,282
22-07-2026,ai,senior,ml,631,1574,40.1,627
22-07-2026,data,all,any_ai,643,7447,8.6,630
22-07-2026,data,all,genai,185,7447,2.5,181
22-07-2026,data,all,ml,556,7447,7.5,547
22-07-2026,data,entry,any_ai,28,378,7.4,28
22-07-2026,data,entry,genai,0,378,0,0
22-07-2026,data,entry,ml,28,378,7.4,28
22-07-2026,data,mid,any_ai,311,4298,7.2,304
22-07-2026,data,mid,genai,92,4298,2.1,90
22-07-2026,data,mid,ml,268,4298,6.2,263
22-07-2026,data,senior,any_ai,304,2771,11,298
22-07-2026,data,senior,genai,93,2771,3.4,91
22-07-2026,data,senior,ml,260,2771,9.4,256
22-07-2026,devops,all,any_ai,148,4199,3.5,141
22-07-2026,devops,all,genai,64,4199,1.5,58
22-07-2026,devops,all,ml,96,4199,2.3,94
22-07-2026,devops,entry,any_ai,0,66,0,0
22-07-2026,devops,entry,genai,0,66,0,0
22-07-2026,devops,entry,ml,0,66,0,0
22-07-2026,devops,mid,any_ai,74,2413,3.1,67
22-07-2026,devops,mid,genai,37,2413,1.5,31
22-07-2026,devops,mid,ml,44,2413,1.8,42
22-07-2026,devops,senior,any_ai,74,1720,4.3,74
22-07-2026,devops,senior,genai,27,1720,1.6,27
22-07-2026,devops,senior,ml,52,1720,3,52
22-07-2026,engineering,all,any_ai,1053,11337,9.3,1013
22-07-2026,engineering,all,genai,719,11337,6.3,685
22-07-2026,engineering,all,ml,474,11337,4.2,454
22-07-2026,engineering,entry,any_ai,7,237,3,6
22-07-2026,engineering,entry,genai,5,237,2.1,4
22-07-2026,engineering,entry,ml,2,237,0.8,2
22-07-2026,engineering,mid,any_ai,333,4589,7.3,321
22-07-2026,engineering,mid,genai,203,4589,4.4,196
22-07-2026,engineering,mid,ml,174,4589,3.8,164
22-07-2026,engineering,senior,any_ai,713,6511,11,686
22-07-2026,engineering,senior,genai,511,6511,7.8,485
22-07-2026,engineering,senior,ml,298,6511,4.6,288
22-07-2026,product,all,any_ai,218,2072,10.5,198
22-07-2026,product,all,genai,170,2072,8.2,151
22-07-2026,product,all,ml,77,2072,3.7,74
22-07-2026,product,entry,any_ai,1,36,2.8,1
22-07-2026,product,entry,genai,0,36,0,0
22-07-2026,product,entry,ml,1,36,2.8,1
22-07-2026,product,mid,any_ai,71,948,7.5,64
22-07-2026,product,mid,genai,60,948,6.3,54
22-07-2026,product,mid,ml,17,948,1.8,16
22-07-2026,product,senior,any_ai,146,1088,13.4,133
22-07-2026,product,senior,genai,110,1088,10.1,97
22-07-2026,product,senior,ml,59,1088,5.4,57
22-07-2026,security,all,any_ai,60,1971,3,47
22-07-2026,security,all,genai,44,1971,2.2,32
22-07-2026,security,all,ml,24,1971,1.2,21
22-07-2026,security,entry,any_ai,0,107,0,0
22-07-2026,security,entry,genai,0,107,0,0
22-07-2026,security,entry,ml,0,107,0,0
22-07-2026,security,mid,any_ai,20,1148,1.7,15
22-07-2026,security,mid,genai,15,1148,1.3,10
22-07-2026,security,mid,ml,6,1148,0.5,5
22-07-2026,security,senior,any_ai,40,716,5.6,32
22-07-2026,security,senior,genai,29,716,4.1,22
22-07-2026,security,senior,ml,18,716,2.5,16
